,MachineName,Category,EntryType,Message,Source,TimeGenerated,country,regionName,city,zip,timezone,isp
13,LAPTOP-1MKMTVPM,Logging/Recovery,Information,"Video.UI (13712,R,98) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database engine is initiating recovery steps.",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
14,LAPTOP-1MKMTVPM,0,Information,Offline downlevel migration succeeded.,Software Protection Platform Service,14.11.2020 08:19,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
15,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkAvailable",Software Protection Platform Service,14.11.2020 07:49,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
16,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,D,50) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The log format feature version 8940 (0x22ec - 8.6.20) could not be used due to the current log format 8.5.16, controlled by the parameter 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
17,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,P,98) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database engine (10.00.18363.0000) is starting a new instance (0).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
18,LAPTOP-1MKMTVPM,0,Information,"The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: d7279dd0-e175-49fe-a623-8fc2fc00afc4, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]

",Software Protection Platform Service,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
19,LAPTOP-1MKMTVPM,0,Information,"The description for Event ID '0' in Source 'igfxCUIService2.0.0.0' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Received Post Shell Event 3
'",igfxCUIService2.0.0.0,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
20,LAPTOP-1MKMTVPM,0,Information,Offline downlevel migration succeeded.,Software Protection Platform Service,14.11.2020 08:41,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
21,LAPTOP-1MKMTVPM,0,Information,Service stopped.,edgeupdate,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
22,LAPTOP-1MKMTVPM,0,Information,Offline downlevel migration succeeded.,Software Protection Platform Service,14.11.2020 08:45,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
23,LAPTOP-1MKMTVPM,0,Information,Skipping creation of restore point (Process = C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wuauserv; Description = Windows Update) as there is a restore point avaliable which is recent enough for System Restore.,System Restore,14.11.2020 08:41,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
24,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,D,50) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database engine attached a database (1, C:\Users\91635\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds)



Saved Cache: 0 0

Additional Data: lgposAttach = 00000001:0181:0268,
dbv = 1568.20.0



Internal Timing Sequence: 
[1] 0.000002 +J(0)
[2] 0.000667 +J(0) +M(C:0K, Fs:28, WS:48K # 0K, PF:16K # 0K, P:16K)
[3] 0.004278 -0.000597 (5) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:52, WS:196K # 0K, PF:80K # 0K, P:80K)
[4] 0.000347 +J(0)
[5] -
[6] -
[7] -
[8] 0.000980 -0.000204 (2) CM +J(CM:2, PgRf:2, Rd:14/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:39, WS:144K # 0K, PF:124K # 0K, P:124K)
[9] 0.004755 -0.000432 (5) CM -0.004135 (1) WT +J(CM:5, PgRf:23, Rd:0/5, Dy:0/0, Lg:0/0) +M(C:0K, Fs:159, WS:632K # 0K, PF:236K # 0K, P:236K)
[10] 0.000078 -0.000003 (1) CM +J(CM:1, PgRf:40, Rd:0/1, Dy:0/0, Lg:0/0) +M(C:0K, Fs:4, WS:8K # 0K, PF:64K # 0K, P:64K)
[11] 0.000011 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.000030 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[13] 0.0 +J(0)
[14] 0.0 +J(0)
[15] 0.000004 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
25,LAPTOP-1MKMTVPM,0,Information,"The description for Event ID '0' in Source 'gupdate' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Service stopped'",gupdate,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
26,LAPTOP-1MKMTVPM,0,Information,"The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 0b4e6cfa-3072-434c-b702-bd1836e6887c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 0bc88885-718c-491d-921f-6f214349e79c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 28f64a3f-cf84-46da-b1e8-2dfa7750e491, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 4c1d1588-3088-4796-b3b2-8935f3a0d886, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 52287aa3-9945-44d1-9046-7a3373666821, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
6: 537ea5b5-7d50-4876-bd38-a53a77caca32, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 6755c7a7-4dfe-46f5-bce8-427be8e9dc62, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 77f47589-2212-4e3b-ad27-a900ce813837, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 7ab38a1c-a803-4ca5-8ebb-f8786c4b4faa, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 30 0)( 1 0x00000000)( 6 0xC004F009 30 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]
11: 86af9220-9d6f-4575-bef0-619a9a6aa005, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: 951c0fe6-40a8-4400-8003-eec0686ffbc4, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: 95820f84-6e8c-4d22-b2ce-54953e9911bc, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: 96353198-443e-479d-9e80-9a6d72fd1a99, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
15: a96f8dae-da54-4fad-bdc6-108da592707a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
16: ae9d158f-9450-4a0c-8c80-dd973c58357c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
17: b4af11be-5f94-4d8f-9844-ce0d5e0d8680, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
18: b58a5943-16ea-420f-a611-7b230acd762c, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
19: c85fe025-b033-4f41-936b-b121521ba1c1, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
20: d7279dd0-e175-49fe-a623-8fc2fc00afc4, 1, 1 [(0 )(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 5 0)( 1 0x00000000)( 6 0xC004F009 5 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F009)])]
21: fb3540bc-a824-4c79-83da-6f6bd3ac6ccb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

",Software Protection Platform Service,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
27,LAPTOP-1MKMTVPM,0,Information,Duplicate definition of policy found. Policy name=AAD-WindowsCore-AddAccountRestrictions  Priority=100,Software Protection Platform Service,14.11.2020 08:31,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
28,LAPTOP-1MKMTVPM,0,Information,Scoping successfully completed for shadowcopy \\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy4.,Microsoft-Windows-System-Restore,14.11.2020 08:23,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
29,LAPTOP-1MKMTVPM,0,Information,Successfully scheduled Software Protection service for re-start at 2020-11-14T10:48:46Z. Reason: RulesEngine.,Software Protection Platform Service,14.11.2020 08:19,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
30,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,D,2) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database [C:\Users\91635\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9100 (0x238c).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
31,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=UserLogon(3)",Software Protection Platform Service,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
32,LAPTOP-1MKMTVPM,0,Information,Updated Quick Heal Firewall status successfully to SECURITY_PRODUCT_STATE_ON.,SecurityCenter,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
33,LAPTOP-1MKMTVPM,0,Information,"The VSS service is shutting down due to idle timeout.
",VSS,14.11.2020 08:44,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
34,LAPTOP-1MKMTVPM,0,Information,"These policies are being excluded since they are only defined with override-only attribute.
Policy Names=(Security-SPP-Reserved-EnableNotificationMode) 
App Id=55c92734-d682-4d71-983e-d6ec3f16059f
Sku Id=ed799377-74b8-4989-a244-14d082e65972",Software Protection Platform Service,14.11.2020 08:31,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
35,LAPTOP-1MKMTVPM,0,Information,Successfully scheduled Software Protection service for re-start at 2020-11-14T11:28:50Z. Reason: RulesEngine.,Software Protection Platform Service,14.11.2020 08:31,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
36,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkAvailable",Software Protection Platform Service,14.11.2020 08:29,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
37,LAPTOP-1MKMTVPM,0,Information,"The description for Event ID '0' in Source 'igfxCUIService2.0.0.0' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Log on event received User1
'",igfxCUIService2.0.0.0,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
38,LAPTOP-1MKMTVPM,0,Information,Successfully scheduled Software Protection service for re-start at 2020-11-14T10:48:47Z. Reason: RulesEngine.,Software Protection Platform Service,14.11.2020 08:22,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
39,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkQuarantineRetry",Software Protection Platform Service,14.11.2020 07:25,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
40,LAPTOP-1MKMTVPM,Logging/Recovery,Information,"Video.UI (13712,R,98) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database engine has finished replaying logfile C:\Users\91635\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log.



Processing Stats: 
[1] 0.064291 -0.000939 (20) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:1548968/5560) +M(C:0K, Fs:6854, WS:2728K # 2728K, PF:904K # 904K, P:904K).

Log record of type 'Insert   ' was seen most frequently (1873 times)",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
41,LAPTOP-1MKMTVPM,0,Information,Updated Quick Heal AntiVirus Pro status successfully to SECURITY_PRODUCT_STATE_ON.,SecurityCenter,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
42,LAPTOP-1MKMTVPM,0,Information,"The description for Event ID '0' in Source 'igfxCUIService2.0.0.0' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'Logon: 3
'",igfxCUIService2.0.0.0,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
43,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkAvailable",Software Protection Platform Service,14.11.2020 08:45,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
44,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkAvailable",Software Protection Platform Service,14.11.2020 08:45,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
45,LAPTOP-1MKMTVPM,0,Warning,"The rules engine reported a failed VL activation attempt.
Reason:0x8007007B
AppId = 0ff1ce15-a989-479d-af46-f275c6370663, SkuId = 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03
Trigger=NetworkAvailable",Software Protection Platform Service,14.11.2020 08:29,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
46,LAPTOP-1MKMTVPM,0,Information,Offline downlevel migration succeeded.,Software Protection Platform Service,14.11.2020 08:29,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
47,LAPTOP-1MKMTVPM,0,Information,"The description for Event ID '0' in Source 'Firefox Default Browser Agent' cannot be found.  The local computer may not have the necessary registry information or message DLL files to display the message, or you may not have permission to access them.  The following information is part of the event:'INFO - Using remote settings URL: https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/windows-default-browser-agent/records/state'",Firefox Default Browser Agent,14.11.2020 07:23,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
48,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,D,0) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database engine started a new instance (0). (Time=0 seconds)



Additional Data:

lgposV2[] = 00000001:017D:0000 - 00000001:017E:039F - 00000001:017F:0000 - 00000001:017F:0000 (00000000:0000:0000)
cReInits = 80




Internal Timing Sequence: 
[1] 0.004095 +J(0) +M(C:0K, Fs:219, WS:840K # 840K, PF:2552K # 2616K, P:2552K)
[2] 0.000315 +J(0) +M(C:0K, Fs:152, WS:608K # 608K, PF:276K # 212K, P:276K)
[3] 0.000014 +J(0) +M(C:0K, Fs:3, WS:8K # 8K, PF:68K # 68K, P:68K)
[4] 0.000107 +J(0) +M(C:0K, Fs:31, WS:124K # 124K, PF:152K # 152K, P:152K)
[5] 0.001320 +J(0) +M(C:0K, Fs:32, WS:120K # 120K, PF:52K # 52K, P:52K)
[6] 0.001558 +J(0) +M(C:0K, Fs:124, WS:484K # 484K, PF:128K # 128K, P:128K)
[7] 0.012521 -0.000014 (9) WT +J(0) +M(C:0K, Fs:702, WS:2112K # 2112K, PF:1984K # 1984K, P:1984K)
[8] 0.066267 -0.000939 (20) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:1548968/5560) +M(C:0K, Fs:7022, WS:3388K # 3388K, PF:1300K # 1300K, P:1300K)
[9] 0.000396 +J(0) +M(C:0K, Fs:16, WS:64K # 64K, PF:28K # 28K, P:28K)
[10] 0.001337 +J(0) +M(C:0K, Fs:23, WS:-1952K # 68K, PF:-2016K # 28K, P:-2016K)
[11] 0.000017 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:2, WS:8K # 0K, PF:0K # 0K, P:0K)
[12] 0.003520 -0.003490 (1) WT +J(0) +M(C:0K, Fs:45, WS:176K # 0K, PF:40K # 0K, P:40K)
[13] 0.024408 -0.000291 (2) CM -0.015779 (19) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:946, WS:1408K # 1536K, PF:120K # 164K, P:120K)
[14] 0.000024 +J(0) +M(C:0K, Fs:2, WS:8K # 0K, PF:28K # 0K, P:28K)
[15] 0.000008 +J(0)
[16] 0.000146 +J(0) +M(C:0K, Fs:15, WS:52K # 0K, PF:12K # 0K, P:12K).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
49,LAPTOP-1MKMTVPM,General,Information,"Video.UI (13712,R,98) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: The database [C:\Users\91635\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9100 (0x238c).",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
50,LAPTOP-1MKMTVPM,Logging/Recovery,Information,"Video.UI (13712,R,98) {6F733DD1-ACD6-456C-8F90-4AF0CAEC1B99}: Replay of a Create for database ""C:\Users\91635\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb"" at log position (00000001,0001,0268) was deferred due to AttachFuture.  Additional information:",ESENT,14.11.2020 07:21,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
51,LAPTOP-1MKMTVPM,0,Information,"The Software Protection service has completed licensing status check.
Application Id=0ff1ce15-a989-479d-af46-f275c6370663
Licensing Status=
1: 85dd8b5f-eaa4-4af3-a628-cce9e77c9a03, 1, 1 [(0 [0xC004E003, 0, 0], [( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)( 1 0x00000000)(?)( 2 0xC004F056 0 0 msft:rm/algorithm/volume/1.0 0x00000000 0)(?)(?)(?)(?)])(1 )(2 )(3 [0x00000000, 0, 0], [( 6 0xC004F009 30 0)( 1 0x00000000)( 6 0xC004F009 30 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F056)])]

",Software Protection Platform Service,14.11.2020 07:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
52,LAPTOP-1MKMTVPM,0,Information,Ending session 3 started 2020-11-14T09:39:35.015777500Z.,Microsoft-Windows-RestartManager,14.11.2020 08:39,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
53,LAPTOP-1MKMTVPM,0,Information,Starting session 3 - 2020-11-14T09:39:35.015777500Z.,Microsoft-Windows-RestartManager,14.11.2020 08:39,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
54,LAPTOP-1MKMTVPM,0,Information,Successfully scheduled Software Protection service for re-start at 2020-11-14T10:48:29Z. Reason: RulesEngine.,Software Protection Platform Service,14.11.2020 08:20,India,Gujarat,Ahmedabad,380007,Asia/Kolkata,GTPL A. J. Enterprise
